datadate	tic	conm	prccd	cshoc	mkvaltq
2006-09-29	ABV	COMPANHIA DE BEBIDAS DAS AMERS	40.12	6947000.0	278713640.0
2006-12-29	ABV	COMPANHIA DE BEBIDAS DAS AMERS	43.9	5435000.0	238596500.0
2007-03-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	52.15	5072000.0	264504800.0
2007-06-29	ABV	COMPANHIA DE BEBIDAS DAS AMERS	70.2	4652000.0	326570400.0
2007-09-28	ABV	COMPANHIA DE BEBIDAS DAS AMERS	70.79	4169000.0	295123510.0
2007-12-31	ABV	COMPANHIA DE BEBIDAS DAS AMERS	68.0	3509000.0	238612000.0
2008-03-31	ABV	COMPANHIA DE BEBIDAS DAS AMERS	65.4	3848000.0	251659200.00000003
2008-06-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	59.48	3171000.0	188611080.0
2008-09-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	45.5	2223000.0	101146500.0
2008-12-31	ABV	COMPANHIA DE BEBIDAS DAS AMERS	36.25	2165000.0	78481250.0
2009-03-31	ABV	COMPANHIA DE BEBIDAS DAS AMERS	38.62	1518000.0	58625159.99999999
2009-06-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	53.1	1518000.0	80605800.0
2009-09-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	70.68	1518000.0	107292240.00000001
2009-12-31	ABV	COMPANHIA DE BEBIDAS DAS AMERS	86.35	1518000.0	131079299.99999999
2010-03-31	ABV	COMPANHIA DE BEBIDAS DAS AMERS	78.16	1518000.0	118646880.0
2010-06-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	86.23	1518000.0	130897140.0
2010-09-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	104.56	1518000.0	158722080.0
2010-12-31	ABV	COMPANHIA DE BEBIDAS DAS AMERS	26.21	7590000.0	198933900.0
2011-03-31	ABV	COMPANHIA DE BEBIDAS DAS AMERS	23.95	7590000.0	181780500.0
2011-06-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	28.57	7590000.0	216846300.0
2011-09-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	24.48	7590000.0	185803200.0
2011-12-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	28.87	7590000.0	219123300.0
2012-03-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	34.6	7590000.0	262614000.0
2012-06-29	ABV	COMPANHIA DE BEBIDAS DAS AMERS	31.11	7590000.0	236124900.0
2012-09-28	ABV	COMPANHIA DE BEBIDAS DAS AMERS	31.23	7590000.0	237035700.0
2012-12-31	ABV	COMPANHIA DE BEBIDAS DAS AMERS	41.68	7590000.0	316351200.0
2013-03-28	ABV	COMPANHIA DE BEBIDAS DAS AMERS	41.42	7590000.0	314377800.0
2013-06-28	ABV	COMPANHIA DE BEBIDAS DAS AMERS	36.85	7590000.0	279691500.0
2013-09-30	ABV	COMPANHIA DE BEBIDAS DAS AMERS	38.7	7590000.0	293733000.0
2012-06-29	ACCO	A C C O BRANDS CORP	10.34	112983000.0	1168244220.0
2012-09-28	ACCO	A C C O BRANDS CORP	6.49	113098000.0	734006020.0
2012-12-31	ACCO	A C C O BRANDS CORP	7.34	113113000.0	830249420.0
2013-03-28	ACCO	A C C O BRANDS CORP	6.68	113519000.0	758306920.0
2013-06-28	ACCO	A C C O BRANDS CORP	6.36	113533000.0	722069880.0
2013-09-30	ACCO	A C C O BRANDS CORP	6.64	113622000.0	754450080.0
2013-12-31	ACCO	A C C O BRANDS CORP	6.72	113650000.0	763728000.0
2014-03-31	ACCO	A C C O BRANDS CORP	6.16	114099000.0	702849840.0
2014-06-30	ACCO	A C C O BRANDS CORP	6.41	114100000.0	731381000.0
2014-09-30	ACCO	A C C O BRANDS CORP	6.9	114426000.0	789539400.0
2014-12-31	ACCO	A C C O BRANDS CORP	9.01	112109000.0	1010102090.0
2015-03-31	ACCO	A C C O BRANDS CORP	8.31	112286000.0	933096660.0
2015-06-30	ACCO	A C C O BRANDS CORP	7.77	109913000.0	854024010.0
2015-09-30	ACCO	A C C O BRANDS CORP	7.07	109913000.0	777084910.0
2015-12-31	ACCO	A C C O BRANDS CORP	7.13	106382000.0	758503660.0
2016-03-31	ACCO	A C C O BRANDS CORP	8.98	106985000.0	960725300.0
2016-06-30	ACCO	A C C O BRANDS CORP	10.33	106997000.0	1105279010.0
2016-09-30	ACCO	A C C O BRANDS CORP	9.64	107193000.0	1033340520.0000001
2016-12-30	ACCO	A C C O BRANDS CORP	13.05	107238000.0	1399455900.0
2017-03-31	ACCO	A C C O BRANDS CORP	13.15	109511000.0	1440069650.0
2017-06-30	ACCO	A C C O BRANDS CORP	11.65	109551000.0	1276269150.0
2017-09-29	ACCO	A C C O BRANDS CORP	11.9	108844000.0	1295243600.0
2017-12-29	ACCO	A C C O BRANDS CORP	12.2	106551000.0	1299922200.0
2018-03-29	ACCO	A C C O BRANDS CORP	12.55	107827000.0	1353228850.0
2018-06-29	ACCO	A C C O BRANDS CORP	13.85	107206000.0	1484803100.0
2018-09-28	ACCO	A C C O BRANDS CORP	11.3	104488000.0	1180714400.0
2018-12-31	ACCO	A C C O BRANDS CORP	6.78	102740000.0	696577200.0
2019-03-29	ACCO	A C C O BRANDS CORP	8.56	102078000.0	873787680.0
2019-06-28	ACCO	A C C O BRANDS CORP	7.87	102089000.0	803440430.0
2019-09-30	ACCO	A C C O BRANDS CORP	9.87	97906000.0	966332219.9999999
2019-12-31	ACCO	A C C O BRANDS CORP	9.36	96987000.0	907798320.0
2020-03-31	ACCO	A C C O BRANDS CORP	5.05	96656000.0	488112800.0
2020-06-30	ACCO	A C C O BRANDS CORP	7.1	94462000.0	670680200.0
2020-09-30	ACCO	A C C O BRANDS CORP	5.8	94462000.0	547879600.0
2020-12-31	ACCO	A C C O BRANDS CORP	8.45	94497000.0	798499649.9999999
2000-03-31	ACI	ARCH COAL INC	7.0	38164000.0	267148000.0
2000-06-30	ACI	ARCH COAL INC	7.6875	38164000.0	293385750.0
2000-09-29	ACI	ARCH COAL INC	10.0	38164000.0	381640000.0
2000-12-29	ACI	ARCH COAL INC	14.125	38164000.0	539066500.0
2001-03-30	ACI	ARCH COAL INC	29.98	43434000.0	1302151320.0
2001-06-29	ACI	ARCH COAL INC	25.87	52228000.0	1351138360.0
2001-09-28	ACI	ARCH COAL INC	15.6	52701000.0	822135600.0
2001-12-31	ACI	ARCH COAL INC	22.7	52347000.0	1188276900.0
2002-03-28	ACI	ARCH COAL INC	21.38	52355000.0	1119349900.0
2002-06-28	ACI	ARCH COAL INC	22.71	52376000.0	1189458960.0
2002-09-30	ACI	ARCH COAL INC	16.55	52380000.0	866889000.0
2002-12-31	ACI	ARCH COAL INC	21.59	52382000.0	1130927380.0
2003-03-31	ACI	ARCH COAL INC	19.01	52383000.0	995800830.0000001
2003-06-30	ACI	ARCH COAL INC	22.98	52437000.0	1205002260.0
2003-09-30	ACI	ARCH COAL INC	22.21	52550000.0	1167135500.0
2003-12-31	ACI	ARCH COAL INC	31.17	52652000.0	1641162840.0
2004-03-31	ACI	ARCH COAL INC	31.39	53950000.0	1693490500.0
2004-06-30	ACI	ARCH COAL INC	36.59	54628000.0	1998838520.0000002
2004-09-30	ACI	ARCH COAL INC	35.49	54849000.0	1946591010.0
2004-12-31	ACI	ARCH COAL INC	35.54	62341000.0	2215599140.0
2005-03-31	ACI	ARCH COAL INC	43.01	62920000.0	2706189200.0
2005-06-30	ACI	ARCH COAL INC	54.47	63386000.0	3452635420.0
2005-09-30	ACI	ARCH COAL INC	67.5	63778000.0	4305015000.0
2005-12-30	ACI	ARCH COAL INC	79.5	64689000.0	5142775500.0
2006-03-31	ACI	ARCH COAL INC	75.94	71384000.0	5420900960.0
2006-06-30	ACI	ARCH COAL INC	42.37	143000000.0	6058910000.0
2006-09-29	ACI	ARCH COAL INC	28.91	143545000.0	4149885950.0
2006-12-29	ACI	ARCH COAL INC	30.03	142003000.0	4264350090.0
2007-03-30	ACI	ARCH COAL INC	30.69	142404000.0	4370378760.0
2007-06-29	ACI	ARCH COAL INC	34.8	142617000.0	4963071600.0
2007-09-28	ACI	ARCH COAL INC	33.74	142742000.0	4816115080.0
2007-12-31	ACI	ARCH COAL INC	44.93	143090000.0	6429033700.0
2008-03-31	ACI	ARCH COAL INC	43.5	143955000.0	6262042500.0
2008-06-30	ACI	ARCH COAL INC	75.03	144132000.0	10814223960.0
2008-09-30	ACI	ARCH COAL INC	32.89	144370000.0	4748329300.0
2008-12-31	ACI	ARCH COAL INC	16.29	142863000.0	2327238270.0
2009-03-31	ACI	ARCH COAL INC	13.37	142863000.0	1910078310.0
2009-06-30	ACI	ARCH COAL INC	15.37	144400000.0	2219428000.0
2009-09-30	ACI	ARCH COAL INC	22.13	162471000.0	3595483230.0
2009-12-31	ACI	ARCH COAL INC	22.25	162441000.0	3614312250.0
2010-03-31	ACI	ARCH COAL INC	22.85	162474000.0	3712530900.0
2010-06-30	ACI	ARCH COAL INC	19.81	162476000.0	3218649560.0
2010-09-30	ACI	ARCH COAL INC	26.71	162479000.0	4339814090.0
2010-12-31	ACI	ARCH COAL INC	35.06	162482000.0	5696618920.0
2011-03-31	ACI	ARCH COAL INC	36.04	162689000.0	5863311560.0
2011-06-30	ACI	ARCH COAL INC	26.66	210835000.0	5620861100.0
2011-09-30	ACI	ARCH COAL INC	14.58	213082000.0	3106735560.0
2011-12-30	ACI	ARCH COAL INC	14.51	211618000.0	3070577180.0
2012-03-30	ACI	ARCH COAL INC	10.71	212076000.0	2271333960.0
2012-06-29	ACI	ARCH COAL INC	6.89	212248000.0	1462388720.0
2012-09-28	ACI	ARCH COAL INC	6.33	212269000.0	1343662770.0
2012-12-31	ACI	ARCH COAL INC	7.32	212277000.0	1553867640.0
2013-03-28	ACI	ARCH COAL INC	5.43	212268000.0	1152615240.0
2013-06-28	ACI	ARCH COAL INC	3.78	212247000.0	802293660.0
2013-09-30	ACI	ARCH COAL INC	4.11	212241000.0	872310510.0000001
2013-12-31	ACI	ARCH COAL INC	4.45	212280000.0	944646000.0
2014-03-31	ACI	ARCH COAL INC	4.82	212311000.0	1023339020.0000001
2014-06-30	ACI	ARCH COAL INC	3.65	212280000.0	774822000.0
2014-09-30	ACI	ARCH COAL INC	2.12	212280000.0	450033600.0
2014-12-31	ACI	ARCH COAL INC	1.78	212274000.0	377847720.0
2015-03-31	ACI	ARCH COAL INC	0.9999	212693000.0	212671730.7
2015-06-30	ACI	ARCH COAL INC	0.34	212662000.0	72305080.0
2015-09-30	ACI	ARCH COAL INC	3.3	21292000.0	70263600.0
2015-12-31	ACI	ARCH COAL INC	0.9866	21292000.0	21006687.2
2020-06-30	ACI	ALBERTSONS COMPANIES INC	15.77	479027000.0	7554255790.0
2020-09-30	ACI	ALBERTSONS COMPANIES INC	13.85	479027000.0	6634523950.0
2020-12-31	ACI	ALBERTSONS COMPANIES INC	17.58	472653000.0	8309239739.999999
2000-03-31	ACV	ALBERTO CULVER CO	23.8125	32957000.0	784788562.5
2000-03-31	ACV	ALBERTO CULVER CO	21.875	22778000.0	498268750.0
2000-06-30	ACV	ALBERTO CULVER CO	30.5625	32957000.0	1007248312.5
2000-06-30	ACV	ALBERTO CULVER CO	26.25	22788000.0	598185000.0
2000-09-29	ACV	ALBERTO CULVER CO	28.8125	32957000.0	949573562.5
2000-09-29	ACV	ALBERTO CULVER CO	25.0625	22864000.0	573029000.0
2000-12-29	ACV	ALBERTO CULVER CO	42.8125	32957000.0	1410971562.5
2000-12-29	ACV	ALBERTO CULVER CO	36.4375	23341000.0	850487687.5
2001-03-30	ACV	ALBERTO CULVER CO	39.66	32957000.0	1307074620.0
2001-03-30	ACV	ALBERTO CULVER CO	33.31	23424000.0	780253440.0
2001-06-29	ACV	ALBERTO CULVER CO	42.04	32957000.0	1385512280.0
2001-06-29	ACV	ALBERTO CULVER CO	35.4	23648000.0	837139200.0
2001-09-28	ACV	ALBERTO CULVER CO	38.89	32957000.0	1281697730.0
2001-09-28	ACV	ALBERTO CULVER CO	32.98	23761000.0	783637779.9999999
2001-12-31	ACV	ALBERTO CULVER CO	44.74	32526000.0	1455213240.0
2001-12-31	ACV	ALBERTO CULVER CO	39.09	24840000.0	970995600.0000001
2002-03-28	ACV	ALBERTO CULVER CO	54.0	32332000.0	1745928000.0
2002-03-28	ACV	ALBERTO CULVER CO	48.2	25267000.0	1217869400.0
2002-06-28	ACV	ALBERTO CULVER CO	47.8	32331000.0	1545421800.0
2002-06-28	ACV	ALBERTO CULVER CO	45.18	25708000.0	1161487440.0
2002-09-30	ACV	ALBERTO CULVER CO	49.03	32332000.0	1585237960.0
2002-09-30	ACV	ALBERTO CULVER CO	46.1	25765000.0	1187766500.0
2002-12-31	ACV	ALBERTO CULVER CO	50.4	32333000.0	1629583200.0
2002-12-31	ACV	ALBERTO CULVER CO	48.59	26127000.0	1269510930.0
2003-03-31	ACV	ALBERTO CULVER CO	49.28	32332000.0	1593320960.0
2003-03-31	ACV	ALBERTO CULVER CO	47.95	26076000.0	1250344200.0
2003-06-30	ACV	ALBERTO CULVER CO	51.1	32340000.0	1652574000.0
2003-06-30	ACV	ALBERTO CULVER CO	49.78	26321000.0	1310259380.0
2003-09-30	ACV	ALBERTO CULVER CO	58.82	32340000.0	1902238800.0
2003-09-30	ACV	ALBERTO CULVER CO	57.39	26433000.0	1516989870.0
2003-12-31	ACV	ALBERTO CULVER CO	63.08	59960000.0	3782276800.0
2004-03-31	ACV	ALBERTO CULVER CO	43.87	90078000.0	3951721860.0
2004-06-30	ACV	ALBERTO CULVER CO	50.14	90478000.0	4536566920.0
2004-09-30	ACV	ALBERTO CULVER CO	43.48	90695000.0	3943418599.9999995
2004-12-31	ACV	ALBERTO CULVER CO	48.57	91098000.0	4424629860.0
2005-03-31	ACV	ALBERTO CULVER CO	47.86	91165000.0	4363156900.0
2005-06-30	ACV	ALBERTO CULVER CO	43.33	91893000.0	3981723690.0
2005-09-30	ACV	ALBERTO CULVER CO	44.75	91950000.0	4114762500.0
2005-12-30	ACV	ALBERTO CULVER CO	45.75	92071000.0	4212248250.0
2006-03-31	ACV	ALBERTO CULVER CO	44.23	92135000.0	4075131049.9999995
2006-06-30	ACV	ALBERTO CULVER CO	48.72	92880000.0	4525113600.0
2006-09-29	ACV	ALBERTO CULVER CO	50.59	92906000.0	4700114540.0
2006-12-29	ACV	ALBERTO CULVER CO NEW	21.45	93688000.0	2009607600.0
2007-03-30	ACV	ALBERTO CULVER CO NEW	22.88	94652000.0	2165637760.0
2007-06-29	ACV	ALBERTO CULVER CO NEW	23.72	97411000.0	2310588920.0
2007-09-28	ACV	ALBERTO CULVER CO NEW	24.79	97908000.0	2427139320.0
2007-12-31	ACV	ALBERTO CULVER CO NEW	24.54	98658000.0	2421067320.0
2008-03-31	ACV	ALBERTO CULVER CO NEW	27.41	98722000.0	2705970020.0
2008-06-30	ACV	ALBERTO CULVER CO NEW	26.27	100681000.0	2644889870.0
2008-09-30	ACV	ALBERTO CULVER CO NEW	27.24	97295000.0	2650315800.0
2008-12-31	ACV	ALBERTO CULVER CO NEW	24.51	97986000.0	2401636860.0
2009-03-31	ACV	ALBERTO CULVER CO NEW	22.61	98059000.0	2217113990.0
2009-06-30	ACV	ALBERTO CULVER CO NEW	25.43	98131000.0	2495471330.0
2009-09-30	ACV	ALBERTO CULVER CO NEW	27.68	98150000.0	2716792000.0
2009-12-31	ACV	ALBERTO CULVER CO NEW	29.29	98095000.0	2873202550.0
2010-03-31	ACV	ALBERTO CULVER CO NEW	26.15	98385000.0	2572767750.0
2010-06-30	ACV	ALBERTO CULVER CO NEW	27.09	98503000.0	2668446270.0
2010-09-30	ACV	ALBERTO CULVER CO NEW	37.65	98805000.0	3720008250.0
2010-12-31	ACV	ALBERTO CULVER CO NEW	37.04	98888000.0	3662811520.0
2011-03-31	ACV	ALBERTO CULVER CO NEW	37.27	102745000.0	3829306150.0000005
2015-06-30	ACV	ALLIANZGI DIV INC & CON FD	24.02	11200000.0	269024000.0
2015-09-30	ACV	ALLIANZGI DIV INC & CON FD	17.43	11200000.0	195216000.0
2015-12-31	ACV	ALLIANZGI DIV INC & CON FD	18.16	11200000.0	203392000.0
2016-03-31	ACV	ALLIANZGI DIV INC & CON FD	17.78	11200000.0	199136000.0
2016-06-30	ACV	ALLIANZGI DIV INC & CON FD	17.77	11200000.0	199024000.0
2016-09-30	ACV	ALLIANZGI DIV INC & CON FD	19.03	11200000.0	213136000.0
2016-12-30	ACV	ALLIANZGI DIV INC & CON FD	18.78	11200000.0	210336000.0
2017-03-31	ACV	ALLIANZGI DIV INC & CON FD	20.32	11200000.0	227584000.0
2017-06-30	ACV	ALLIANZGI DIV INC & CON FD	20.96	11200000.0	234752000.0
2017-09-29	ACV	ALLIANZGI DIV INC & CON FD	21.49	11200000.0	240687999.99999997
2017-12-29	ACV	ALLIANZGI DIV INC & CON FD	21.84	11200000.0	244608000.0
2018-03-29	ACV	ALLIANZGI DIV INC & CON FD	22.67	11200000.0	253904000.00000003
2018-06-29	ACV	ALLIANZGI DIV INC & CON FD	22.95	10275000.0	235811250.0
2018-09-28	ACV	ALLIANZGI DIV INC & CON FD	24.84	10275000.0	255231000.0
2018-12-31	ACV	ALLIANZGI DIV INC & CON FD	18.62	10275000.0	191320500.0
2019-03-29	ACV	ALLIANZGI DIV INC & CON FD	22.63	10275000.0	232523250.0
2019-06-28	ACV	ALLIANZGI DIV INC & CON FD	23.35	10323000.0	241042050.0
2019-09-30	ACV	ALLIANZGI DIV INC & CON FD	22.77	10323000.0	235054710.0
2019-12-31	ACV	ALLIANZGI DIV INC & CON FD	24.6	10323000.0	253945800.0
2020-03-31	ACV	ALLIANZGI DIV INC & CON FD	17.99	10323000.0	185710769.99999997
2020-06-30	ACV	ALLIANZGI DIV INC & CON FD	23.05	10354000.0	238659700.0
2020-09-30	ACV	ALLIANZGI DIV INC & CON FD	25.34	10354000.0	262370360.0
2020-12-31	ACV	ALLIANZGI DIV INC & CON FD	32.68	10354000.0	338368720.0
2000-03-31	AD	ADVO INC	25.0	20527000.0	513175000.0
2000-06-30	AD	ADVO INC	42.0	20179000.0	847518000.0
2000-09-29	AD	ADVO INC	33.0	20336000.0	671088000.0
2000-12-29	AD	ADVO INC	44.375	20129000.0	893224375.0
2001-03-30	AD	ADVO INC	36.9	20273000.0	748073700.0
2001-06-29	AD	ADVO INC	34.15	20342000.0	694679300.0
2001-09-28	AD	ADVO INC	34.0	20331000.0	691254000.0
2001-12-31	AD	ADVO INC	43.0	19948000.0	857764000.0
2002-03-28	AD	ADVO INC	42.24	19985000.0	844166400.0
2002-06-28	AD	ADVO INC	38.07	20069000.0	764026830.0
2002-09-30	AD	ADVO INC	31.75	19979000.0	634333250.0
2002-12-31	AD	ADVO INC	32.83	19830000.0	651018900.0
2003-03-31	AD	ADVO INC	33.0	19873000.0	655809000.0
2003-06-30	AD	ADVO INC	44.4	19922000.0	884536800.0
2003-09-30	AD	ADVO INC	41.63	19956000.0	830768280.0
2003-12-31	AD	ADVO INC	31.76	30121000.0	956642960.0
2004-03-31	AD	ADVO INC	32.22	30170000.0	972077400.0
2004-06-30	AD	ADVO INC	32.92	30336000.0	998661120.0
2004-09-30	AD	ADVO INC	30.94	30547000.0	945124180.0
2004-12-31	AD	ADVO INC	35.65	30953000.0	1103474450.0
2005-03-31	AD	ADVO INC	37.45	31162000.0	1167016900.0
2005-06-30	AD	ADVO INC	31.85	31268000.0	995885800.0
2005-09-30	AD	ADVO INC	31.29	31400000.0	982506000.0
2005-12-30	AD	ADVO INC	28.18	31461000.0	886570980.0
2006-03-31	AD	ADVO INC	32.0	31505000.0	1008160000.0
2006-06-30	AD	ADVO INC	24.61	31741000.0	781146010.0
2006-09-29	AD	ADVO INC	27.98	31784000.0	889316320.0
2006-12-29	AD	ADVO INC	32.6	31850000.0	1038310000.0
2007-03-30	AD	ADVO INC		31963000.0	1057975299.9999998
2000-03-31	ADM	ARCHER DANIELS MIDLAND CO	10.3125	607167000.0	6261409687.5
2000-06-30	ADM	ARCHER DANIELS MIDLAND CO	9.8125	602162000.0	5908714625.0
2000-09-29	ADM	ARCHER DANIELS MIDLAND CO	8.625	632270000.0	5453328750.0
2000-12-29	ADM	ARCHER DANIELS MIDLAND CO	15.0	632270000.0	9484050000.0
2001-03-30	ADM	ARCHER DANIELS MIDLAND CO	13.15	633602000.0	8331866300.0
2001-06-29	ADM	ARCHER DANIELS MIDLAND CO	13.05	632060000.0	8248383000.0
2001-09-28	ADM	ARCHER DANIELS MIDLAND CO	12.59	663662000.0	8355504580.0
2001-12-31	ADM	ARCHER DANIELS MIDLAND CO	14.35	661302000.0	9489683700.0
2002-03-28	ADM	ARCHER DANIELS MIDLAND CO	13.93	654571000.0	9118174030.0
2002-06-28	ADM	ARCHER DANIELS MIDLAND CO	12.79	651538000.0	8333171019.999999
2002-09-30	ADM	ARCHER DANIELS MIDLAND CO	12.51	649651000.0	8127134010.0
2002-12-31	ADM	ARCHER DANIELS MIDLAND CO	12.4	646743000.0	8019613200.0
2003-03-31	ADM	ARCHER DANIELS MIDLAND CO	10.8	645627000.0	6972771600.0
2003-06-30	ADM	ARCHER DANIELS MIDLAND CO	12.87	645627000.0	8309219489.999999
2003-09-30	ADM	ARCHER DANIELS MIDLAND CO	13.11	647540000.0	8489249400.0
2003-12-31	ADM	ARCHER DANIELS MIDLAND CO	15.22	646664000.0	9842226080.0
2004-03-31	ADM	ARCHER DANIELS MIDLAND CO	16.87	647993000.0	10931641910.0
2004-06-30	ADM	ARCHER DANIELS MIDLAND CO	16.78	647993000.0	10873322540.0
2004-09-30	ADM	ARCHER DANIELS MIDLAND CO	16.98	653968000.0	11104376640.0
2004-12-31	ADM	ARCHER DANIELS MIDLAND CO	22.31	654513000.0	14602185030.0
2005-03-31	ADM	ARCHER DANIELS MIDLAND CO	24.58	655954000.0	16123349319.999998
2005-06-30	ADM	ARCHER DANIELS MIDLAND CO	21.38	656488000.0	14035713440.0
2005-09-30	ADM	ARCHER DANIELS MIDLAND CO	24.66	653235000.0	16108775100.0
2005-12-30	ADM	ARCHER DANIELS MIDLAND CO	24.66	653179000.0	16107394140.0
2006-03-31	ADM	ARCHER DANIELS MIDLAND CO	33.65	653811000.0	22000740150.0
2006-06-30	ADM	ARCHER DANIELS MIDLAND CO	41.28	654438000.0	27015200640.0
2006-09-29	ADM	ARCHER DANIELS MIDLAND CO	37.88	657413000.0	24902804440.0
2006-12-29	ADM	ARCHER DANIELS MIDLAND CO	31.96	657246000.0	21005582160.0
2007-03-30	ADM	ARCHER DANIELS MIDLAND CO	36.7	652729000.0	23955154300.0
2007-06-29	ADM	ARCHER DANIELS MIDLAND CO	33.09	652729000.0	21598802610.000004
2007-09-28	ADM	ARCHER DANIELS MIDLAND CO	33.08	643585000.0	21289791800.0
2007-12-31	ADM	ARCHER DANIELS MIDLAND CO	46.43	642891000.0	29849429130.0
2008-03-31	ADM	ARCHER DANIELS MIDLAND CO	41.16	643577000.0	26489629319.999996
2008-06-30	ADM	ARCHER DANIELS MIDLAND CO	33.75	643923000.0	21732401250.0
2008-09-30	ADM	ARCHER DANIELS MIDLAND CO	21.91	641782000.0	14061443620.0
2008-12-31	ADM	ARCHER DANIELS MIDLAND CO	28.83	641474000.0	18493695420.0
2009-03-31	ADM	ARCHER DANIELS MIDLAND CO	27.78	641890000.0	17831704200.0
2009-06-30	ADM	ARCHER DANIELS MIDLAND CO	26.77	642000000.0	17186340000.0
2009-09-30	ADM	ARCHER DANIELS MIDLAND CO	29.22	642249000.0	18766515780.0
2009-12-31	ADM	ARCHER DANIELS MIDLAND CO	31.31	642352000.0	20112041120.0
2010-03-31	ADM	ARCHER DANIELS MIDLAND CO	28.9	642591000.0	18570879900.0
2010-06-30	ADM	ARCHER DANIELS MIDLAND CO	25.82	643050000.0	16603551000.0
2010-09-30	ADM	ARCHER DANIELS MIDLAND CO	31.92	638684000.0	20386793280.0
2010-12-31	ADM	ARCHER DANIELS MIDLAND CO	30.08	638893000.0	19217901440.0
2011-03-31	ADM	ARCHER DANIELS MIDLAND CO	36.01	637302000.0	22949245020.0
2011-06-30	ADM	ARCHER DANIELS MIDLAND CO	30.15	637880000.0	19232082000.0
2011-09-30	ADM	ARCHER DANIELS MIDLAND CO	24.81	667935000.0	16571467350.0
2011-12-30	ADM	ARCHER DANIELS MIDLAND CO	28.6	667981000.0	19104256600.0
2012-03-30	ADM	ARCHER DANIELS MIDLAND CO	31.66	661633000.0	20947300780.0
2012-06-29	ADM	ARCHER DANIELS MIDLAND CO	29.52	658526000.0	19439687520.0
2012-09-28	ADM	ARCHER DANIELS MIDLAND CO	27.18	658626000.0	17901454680.0
2012-12-31	ADM	ARCHER DANIELS MIDLAND CO	27.39	658566000.0	18038122740.0
2013-03-28	ADM	ARCHER DANIELS MIDLAND CO	33.73	658792000.0	22221054159.999996
2013-06-28	ADM	ARCHER DANIELS MIDLAND CO	33.91	659030000.0	22347707299.999996
2013-09-30	ADM	ARCHER DANIELS MIDLAND CO	36.84	659186000.0	24284412240.000004
2013-12-31	ADM	ARCHER DANIELS MIDLAND CO	43.4	657970000.0	28555898000.0
2014-03-31	ADM	ARCHER DANIELS MIDLAND CO	43.39	655764000.0	28453599960.0
2014-06-30	ADM	ARCHER DANIELS MIDLAND CO	44.11	654467000.0	28868539370.0
2014-09-30	ADM	ARCHER DANIELS MIDLAND CO	51.1	645521000.0	32986123100.0
2014-12-31	ADM	ARCHER DANIELS MIDLAND CO	52.0	643788000.0	33476976000.0
2015-03-31	ADM	ARCHER DANIELS MIDLAND CO	47.4	628936000.0	29811566400.0
2015-06-30	ADM	ARCHER DANIELS MIDLAND CO	48.22	620373000.0	29914386060.0
2015-09-30	ADM	ARCHER DANIELS MIDLAND CO	41.45	608940000.0	25240563000.0
2015-12-31	ADM	ARCHER DANIELS MIDLAND CO	36.68	596740000.0	21888423200.0
2016-03-31	ADM	ARCHER DANIELS MIDLAND CO	36.31	587155000.0	21319598050.0
2016-06-30	ADM	ARCHER DANIELS MIDLAND CO	42.89	587582000.0	25201391980.0
2016-09-30	ADM	ARCHER DANIELS MIDLAND CO	42.17	581763000.0	24532945710.0
2016-12-30	ADM	ARCHER DANIELS MIDLAND CO	45.65	575400000.0	26267010000.0
2017-03-31	ADM	ARCHER DANIELS MIDLAND CO	46.04	570666000.0	26273462640.0
2017-06-30	ADM	ARCHER DANIELS MIDLAND CO	41.38	568357000.0	23518612660.0
2017-09-29	ADM	ARCHER DANIELS MIDLAND CO	42.51	562525000.0	23912937750.0
2017-12-29	ADM	ARCHER DANIELS MIDLAND CO	40.08	559250000.0	22414740000.0
2018-03-29	ADM	ARCHER DANIELS MIDLAND CO	43.37	558873000.0	24238322010.0
2018-06-29	ADM	ARCHER DANIELS MIDLAND CO	45.83	559184000.0	25627402720.0
2018-09-28	ADM	ARCHER DANIELS MIDLAND CO	50.27	559737000.0	28137978990.0
2018-12-31	ADM	ARCHER DANIELS MIDLAND CO	40.97	560644000.0	22969584680.0
2019-03-29	ADM	ARCHER DANIELS MIDLAND CO	43.13	560091000.0	24156724830.0
2019-06-28	ADM	ARCHER DANIELS MIDLAND CO	40.8	560165000.0	22854732000.0
2019-09-30	ADM	ARCHER DANIELS MIDLAND CO	41.07	556974000.0	22874922180.0
2019-12-31	ADM	ARCHER DANIELS MIDLAND CO	46.35	556686000.0	25802396100.0
2020-03-31	ADM	ARCHER DANIELS MIDLAND CO	35.18	557208000.0	19602577440.0
2020-06-30	ADM	ARCHER DANIELS MIDLAND CO	39.9	555496000.0	22164290400.0
2020-09-30	ADM	ARCHER DANIELS MIDLAND CO	46.49	555647000.0	25832029030.0
